PlayerId,PlayerName,BirthDate,BirthYear,BirthMonth,BirthDay,Birthplace,Country,Height_info,Height,Weight,Position_info,Position,Shoots,DraftYear,DraftRound,RoundRank,Overall,Season,Team,GameType,GP,G,A,P,PlusMinus,PIM,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,FOW%
8468517,Andy Hilbert,1981-02-06,1981,02,06,"Howell, MI, USA",USA,"5' 10""",70,188,LW,L,Left,2000,2,7,37,1999-2000,U. Of Michigan Wolverines,Regular Season,35,17,15,32,--,39,--,--,--,--,--,--,--,--,0
8468517,Andy Hilbert,1981-02-06,1981,02,06,"Howell, MI, USA",USA,"5' 10""",70,188,LW,L,Left,2000,2,7,37,1999-2000,United States,Regular Season,7,1,1,2,--,0,--,--,--,--,--,--,--,--,0
8468518,Tomas Kopecky,1982-02-05,1982,02,05,"Ilava, SVK",SVK,"6' 3""",75,210,RW,R,Left,2000,2,8,38,1999-2000,Trencin Jr. Dukla Trencin Jr.,Regular Season,14,8,9,17,--,36,--,--,--,--,--,--,--,--,0
8468518,Tomas Kopecky,1982-02-05,1982,02,05,"Ilava, SVK",SVK,"6' 3""",75,210,RW,R,Left,2000,2,8,38,1999-2000,Trencin Dukla Trencin,Regular Season,52,3,4,7,--,24,--,--,--,--,--,--,--,--,0
8468518,Tomas Kopecky,1982-02-05,1982,02,05,"Ilava, SVK",SVK,"6' 3""",75,210,RW,R,Left,2000,2,8,38,1999-2000,Slovakia,Regular Season,7,0,2,2,--,4,--,--,--,--,--,--,--,--,0
8468518,Tomas Kopecky,1982-02-05,1982,02,05,"Ilava, SVK",SVK,"6' 3""",75,210,RW,R,Left,2000,2,8,38,1999-2000,Slovakia,Regular Season,1,0,0,0,--,0,--,--,--,--,--,--,--,--,0
8468518,Tomas Kopecky,1982-02-05,1982,02,05,"Ilava, SVK",SVK,"6' 3""",75,210,RW,R,Left,2000,2,8,38,1999-2000,Trencin Dukla Trencin,Playoffs,5,0,0,0,--,0,--,--,--,--,--,--,--,--,0
8468520,Kurtis Foster,1981-11-24,1981,11,24,"Carp, ON, CAN",CAN,"6' 5""",77,225,D,D,Right,2000,2,10,40,1999-2000,Peterborough Petes,Regular Season,68,6,18,24,--,116,--,--,--,--,--,--,--,--,0
8468520,Kurtis Foster,1981-11-24,1981,11,24,"Carp, ON, CAN",CAN,"6' 5""",77,225,D,D,Right,2000,2,10,40,1999-2000,Peterborough Petes,Playoffs,5,1,2,3,--,4,--,--,--,--,--,--,--,--,0
8468523,Matt Pettinger,1980-10-22,1980,10,22,"Edmonton, AB, CAN",CAN,"6' 1""",73,205,LW,L,Left,2000,2,13,43,1999-2000,U. Of Denver Pioneers,Regular Season,19,2,6,8,--,49,--,--,--,--,--,--,--,--,0
8468523,Matt Pettinger,1980-10-22,1980,10,22,"Edmonton, AB, CAN",CAN,"6' 1""",73,205,LW,L,Left,2000,2,13,43,1999-2000,Calgary Hitmen,Regular Season,27,14,6,20,--,41,--,--,--,--,--,--,--,--,0
8468523,Matt Pettinger,1980-10-22,1980,10,22,"Edmonton, AB, CAN",CAN,"6' 1""",73,205,LW,L,Left,2000,2,13,43,1999-2000,Canada,Regular Season,7,4,0,4,--,4,--,--,--,--,--,--,--,--,0
8468523,Matt Pettinger,1980-10-22,1980,10,22,"Edmonton, AB, CAN",CAN,"6' 1""",73,205,LW,L,Left,2000,2,13,43,1999-2000,Calgary Hitmen,Playoffs,11,2,6,8,--,30,--,--,--,--,--,--,--,--,0
8468526,Jarret Stoll,1982-06-24,1982,06,24,"Melville, SK, CAN",CAN,"6' 1""",73,216,C,C,Right,2002,2,6,36,2001-2002,Kootenay Ice,Regular Season,47,32,34,66,8,64,12,--,3,--,2,--,--,--,0
8468526,Jarret Stoll,1982-06-24,1982,06,24,"Melville, SK, CAN",CAN,"6' 1""",73,216,C,C,Right,2002,2,6,36,2001-2002,Canada,Regular Season,7,2,4,6,--,4,--,--,--,--,--,--,--,--,0
8468526,Jarret Stoll,1982-06-24,1982,06,24,"Melville, SK, CAN",CAN,"6' 1""",73,216,C,C,Right,2002,2,6,36,2001-2002,Kootenay Ice,Regular Season,4,0,5,5,--,0,--,--,--,--,--,--,--,--,0
8468526,Jarret Stoll,1982-06-24,1982,06,24,"Melville, SK, CAN",CAN,"6' 1""",73,216,C,C,Right,2002,2,6,36,2001-2002,Kootenay Ice,Playoffs,22,6,14,20,--,35,0,--,0,--,1,--,--,--,0
8468526,Jarret Stoll,1982-06-24,1982,06,24,"Melville, SK, CAN",CAN,"6' 1""",73,216,C,C,Right,2002,2,6,36,2001-2002,Kootenay Ice,Playoffs,4,0,5,5,--,0,--,--,--,--,--,--,--,--,0
8468527,Jared Aulin,1982-03-15,1982,03,15,"Calgary, AB, CAN",CAN,"6' 0""",72,192,C,C,Right,2000,2,17,47,1999-2000,Kamloops Blazers,Regular Season,57,17,38,55,--,70,--,--,--,--,--,--,--,--,0
8468527,Jared Aulin,1982-03-15,1982,03,15,"Calgary, AB, CAN",CAN,"6' 0""",72,192,C,C,Right,2000,2,17,47,1999-2000,Kamloops Blazers,Playoffs,4,0,1,1,--,6,--,--,--,--,--,--,--,--,0
8468529,Jonas Nordqvist,1982-04-26,1982,04,26,"Leksand, SWE",SWE,"6' 3""",75,202,C,C,Left,2000,2,19,49,1999-2000,Leksands IF Jr.,Regular Season,34,15,24,39,--,32,--,--,--,--,--,--,--,--,0
8468529,Jonas Nordqvist,1982-04-26,1982,04,26,"Leksand, SWE",SWE,"6' 3""",75,202,C,C,Left,2000,2,19,49,1999-2000,Leksand Leksands IF,Regular Season,3,0,0,0,--,0,--,--,--,--,--,--,--,--,0
8468529,Jonas Nordqvist,1982-04-26,1982,04,26,"Leksand, SWE",SWE,"6' 3""",75,202,C,C,Left,2000,2,19,49,1999-2000,Sweden,Regular Season,7,2,4,6,--,0,--,--,--,--,--,--,--,--,0
8468529,Jonas Nordqvist,1982-04-26,1982,04,26,"Leksand, SWE",SWE,"6' 3""",75,202,C,C,Left,2000,2,19,49,1999-2000,Leksands IF U18,Regular Season,2,0,2,2,--,0,--,--,--,--,--,--,--,--,0
8468529,Jonas Nordqvist,1982-04-26,1982,04,26,"Leksand, SWE",SWE,"6' 3""",75,202,C,C,Left,2000,2,19,49,1999-2000,Leksands IF Jr.,Playoffs,2,0,0,0,--,2,--,--,--,--,--,--,--,--,0
8468529,Jonas Nordqvist,1982-04-26,1982,04,26,"Leksand, SWE",SWE,"6' 3""",75,202,C,C,Left,2000,2,19,49,1999-2000,Leksands IF U18,Playoffs,4,3,5,8,--,0,--,--,--,--,--,--,--,--,0
8468531,Kris Vernarsky,1982-04-05,1982,04,05,"Detroit, MI, USA",USA,"6' 3""",75,207,C,C,Left,2000,2,21,51,1999-2000,Plymouth Whalers,Regular Season,64,16,22,38,--,63,--,--,--,--,--,--,--,--,0
8468531,Kris Vernarsky,1982-04-05,1982,04,05,"Detroit, MI, USA",USA,"6' 3""",75,207,C,C,Left,2000,2,21,51,1999-2000,Plymouth Whalers,Playoffs,19,3,6,9,--,24,--,--,--,--,--,--,--,--,0
8468532,Shane Endicott,1981-12-21,1981,12,21,"Saskatoon, SK, CAN",CAN,"6' 3""",75,209,C,C,Left,2000,2,22,52,1999-2000,Seattle Thunderbirds,Regular Season,70,23,32,55,--,62,--,--,--,--,--,--,--,--,0
8468532,Shane Endicott,1981-12-21,1981,12,21,"Saskatoon, SK, CAN",CAN,"6' 3""",75,209,C,C,Left,2000,2,22,52,1999-2000,Seattle Thunderbirds,Playoffs,7,1,6,7,--,6,--,--,--,--,--,--,--,--,0
8468534,Andreas Lilja,1975-07-13,1975,07,13,"Helsingborg, SWE",SWE,"6' 3""",75,220,D,D,Left,2000,2,24,54,1999-2000,Malmo Redhawks,Regular Season,49,8,11,19,--,88,--,--,--,--,--,--,--,--,0
8468534,Andreas Lilja,1975-07-13,1975,07,13,"Helsingborg, SWE",SWE,"6' 3""",75,220,D,D,Left,2000,2,24,54,1999-2000,Malmo Redhawks,Playoffs,6,0,0,0,--,8,--,--,--,--,--,--,--,--,0
8468535,Antoine Vermette,1982-07-20,1982,07,20,"St. Agapit, QC, CAN",CAN,"6' 1""",73,198,C,C,Left,2000,2,25,55,1999-2000,Victoriaville Tigres,Regular Season,71,30,41,71,--,87,--,--,--,--,--,--,--,--,0
8468535,Antoine Vermette,1982-07-20,1982,07,20,"St. Agapit, QC, CAN",CAN,"6' 1""",73,198,C,C,Left,2000,2,25,55,1999-2000,Victoriaville Tigres,Playoffs,6,0,1,1,--,6,--,--,--,--,--,--,--,--,0
8468536,Aleksander Suglobov,1982-01-15,1982,01,15,"Elektr, RUS",RUS,"6' 0""",72,200,RW,R,Left,2000,2,26,56,1999-2000,Torpedo Yaroslavl 2,Regular Season,38,23,10,33,--,--,--,--,--,--,--,--,--,--,0
8468539,Ivan Huml,1981-09-06,1981,09,06,"Kladno, CZE",CZE,"6' 2""",74,200,LW,L,Left,2000,2,29,59,1999-2000,Langley Chiefs,Regular Season,49,53,51,104,--,72,--,--,--,--,--,--,--,--,0
8468541,Jakub Cutta,1981-12-29,1981,12,29,"Jablonec Nad Nisou, CZE",CZE,"6' 3""",75,214,D,D,Left,2000,2,31,61,1999-2000,Swift Current Broncos,Regular Season,71,2,12,14,--,114,--,--,--,--,--,--,--,--,0
8468541,Jakub Cutta,1981-12-29,1981,12,29,"Jablonec Nad Nisou, CZE",CZE,"6' 3""",75,214,D,D,Left,2000,2,31,61,1999-2000,Swift Current Broncos,Playoffs,12,0,2,2,--,24,--,--,--,--,--,--,--,--,0
8468542,Paul Martin,1981-03-05,1981,03,05,"Minneapolis, MN, USA",USA,"6' 1""",73,200,D,D,Left,2000,2,32,62,1999-2000,Elk River Elks,Regular Season,24,15,35,50,--,26,--,--,--,--,--,--,--,--,0
8468544,Filip Novak,1982-05-07,1982,05,07,"Ceske Budejovice, CZE",CZE,"6' 0""",72,203,D,D,Left,2000,2,34,64,1999-2000,Regina Pats,Regular Season,47,7,32,39,--,70,--,--,--,--,--,--,--,--,0
8468544,Filip Novak,1982-05-07,1982,05,07,"Ceske Budejovice, CZE",CZE,"6' 0""",72,203,D,D,Left,2000,2,34,64,1999-2000,Regina Pats,Playoffs,7,1,4,5,--,5,--,--,--,--,--,--,--,--,0
8468545,David Morisset,1981-04-06,1981,04,06,"Langley, BC, CAN",CAN,"6' 1""",73,191,RW,R,Right,2000,2,35,65,1999-2000,Seattle Thunderbirds,Regular Season,60,23,34,57,--,69,--,--,--,--,--,--,--,--,0
8468545,David Morisset,1981-04-06,1981,04,06,"Langley, BC, CAN",CAN,"6' 1""",73,191,RW,R,Right,2000,2,35,65,1999-2000,Seattle Thunderbirds,Playoffs,7,3,4,7,--,12,--,--,--,--,--,--,--,--,0
8468548,Joel Lundqvist,1982-03-02,1982,03,02,"Are, SWE",SWE,"6' 1""",73,194,C,C,Left,2000,3,3,68,1999-2000,Vastra Frolunda HC Goteborg U18,Regular Season,4,2,4,6,--,4,--,--,--,--,--,--,--,--,0
8468548,Joel Lundqvist,1982-03-02,1982,03,02,"Are, SWE",SWE,"6' 1""",73,194,C,C,Left,2000,3,3,68,1999-2000,Vastra Frolunda HC Goteborg Jr.,Regular Season,25,7,12,19,--,2,--,--,--,--,--,--,--,--,0
8468548,Joel Lundqvist,1982-03-02,1982,03,02,"Are, SWE",SWE,"6' 1""",73,194,C,C,Left,2000,3,3,68,1999-2000,Sweden,Regular Season,6,3,1,4,--,2,--,--,--,--,--,--,--,--,0
8468548,Joel Lundqvist,1982-03-02,1982,03,02,"Are, SWE",SWE,"6' 1""",73,194,C,C,Left,2000,3,3,68,1999-2000,Vastra Frolunda HC Goteborg Jr.,Playoffs,6,2,3,5,--,2,--,--,--,--,--,--,--,--,0
8468553,Sergei Zinovjev,1980-03-04,1980,03,04,"Novokuznetsk, RUS",RUS,"5' 10""",70,185,C,C,Left,2000,3,8,73,1999-2000,Metallurg Magnitogorsk,Regular Season,28,0,2,2,--,16,--,--,--,--,--,--,--,--,0
8468553,Sergei Zinovjev,1980-03-04,1980,03,04,"Novokuznetsk, RUS",RUS,"5' 10""",70,185,C,C,Left,2000,3,8,73,1999-2000,Russia,Regular Season,5,3,2,5,--,2,--,--,--,--,--,--,--,--,0
8468553,Sergei Zinovjev,1980-03-04,1980,03,04,"Novokuznetsk, RUS",RUS,"5' 10""",70,185,C,C,Left,2000,3,8,73,1999-2000,Russia,Regular Season,7,2,3,5,--,6,--,--,--,--,--,--,--,--,0
8468554,Igor Radulov,1982-08-23,1982,08,23,"Nizhny Novgorod, RUS",RUS,"6' 1""",73,186,LW,L,Left,2000,3,9,74,1999-2000,Torpedo Yaroslavl 2,Regular Season,31,17,16,33,--,--,--,--,--,--,--,--,--,--,0
8468558,Jozef Balej,1982-02-22,1982,02,22,"Myjava, SVK",SVK,"6' 0""",72,195,RW,R,Right,2000,3,13,78,1999-2000,Portland Winter Hawks,Regular Season,65,22,23,45,--,33,--,--,--,--,--,--,--,--,0
8468558,Jozef Balej,1982-02-22,1982,02,22,"Myjava, SVK",SVK,"6' 0""",72,195,RW,R,Right,2000,3,13,78,1999-2000,Slovakia,Regular Season,6,0,5,5,--,4,--,--,--,--,--,--,--,--,0
8468560,Ryan Bayda,1980-12-09,1980,12,09,"Saskatoon, SK, CAN",CAN,"5' 11""",71,185,LW,L,Left,2000,3,15,80,1999-2000,U. Of North Dakota Fighting Sioux,Regular Season,44,17,23,40,--,30,--,--,--,--,--,--,--,--,0
8468561,Alexandre Kharitonov,1976-03-30,1976,03,30,"Moscow, RUS",RUS,"5' 8""",68,170,RW,R,Right,2000,3,16,81,1999-2000,Dynamo Moscow,Regular Season,35,14,20,34,--,26,--,--,--,--,--,--,--,--,0
8468561,Alexandre Kharitonov,1976-03-30,1976,03,30,"Moscow, RUS",RUS,"5' 8""",68,170,RW,R,Right,2000,3,16,81,1999-2000,Russia,Regular Season,6,2,3,5,--,2,--,--,--,--,--,--,--,--,0
8468561,Alexandre Kharitonov,1976-03-30,1976,03,30,"Moscow, RUS",RUS,"5' 8""",68,170,RW,R,Right,2000,3,16,81,1999-2000,Dynamo Moscow,Playoffs,17,8,4,12,--,10,--,--,--,--,--,--,--,--,0
8468566,Yanick Lehoux,1982-04-08,1982,04,08,"Montreal, QC, CAN",CAN,"6' 1""",73,200,C,C,Right,2000,3,21,86,1999-2000,Baie-Comeau Drakkar,Regular Season,67,31,61,92,--,14,--,--,--,--,--,--,--,--,0
8468566,Yanick Lehoux,1982-04-08,1982,04,08,"Montreal, QC, CAN",CAN,"6' 1""",73,200,C,C,Right,2000,3,21,86,1999-2000,Baie-Comeau Drakkar,Playoffs,6,1,2,3,--,2,--,--,--,--,--,--,--,--,0
8468568,Kurt Sauer,1981-01-16,1981,01,16,"St. Cloud, MN, USA",USA,"6' 4""",76,222,D,D,Left,2000,3,23,88,1999-2000,Spokane Chiefs,Regular Season,71,3,12,15,--,48,--,--,--,--,--,--,--,--,0
8468568,Kurt Sauer,1981-01-16,1981,01,16,"St. Cloud, MN, USA",USA,"6' 4""",76,222,D,D,Left,2000,3,23,88,1999-2000,Spokane Chiefs,Playoffs,15,2,1,3,--,8,--,--,--,--,--,--,--,--,0
8468569,Libor Pivko,1980-03-29,1980,03,29,"Novy Jicin, CZE",CZE,"6' 2""",74,192,LW,L,Left,2000,3,24,89,1999-2000,HC Havirov Jr.,Regular Season,5,1,3,4,--,4,--,--,--,--,--,--,--,--,0
8468569,Libor Pivko,1980-03-29,1980,03,29,"Novy Jicin, CZE",CZE,"6' 2""",74,192,LW,L,Left,2000,3,24,89,1999-2000,HC Femax Havirov,Regular Season,40,11,11,22,--,41,--,--,--,--,--,--,--,--,0
8468569,Libor Pivko,1980-03-29,1980,03,29,"Novy Jicin, CZE",CZE,"6' 2""",74,192,LW,L,Left,2000,3,24,89,1999-2000,Czech Republic,Regular Season,7,1,2,3,--,4,--,--,--,--,--,--,--,--,0
8468569,Libor Pivko,1980-03-29,1980,03,29,"Novy Jicin, CZE",CZE,"6' 2""",74,192,LW,L,Left,2000,3,24,89,1999-2000,HC Ytong Brno,Playoffs,4,3,4,7,--,0,--,--,--,--,--,--,--,--,0
8468575,Dominic Moore,1980-08-03,1980,08,03,"Thornhill, ON, CAN",CAN,"6' 0""",72,192,C,C,Left,2000,3,30,95,1999-2000,Harvard Crimson,Regular Season,30,12,24,28,--,16,--,--,--,--,--,--,--,--,0
8468577,Niclas Wallin,1975-02-20,1975,02,20,"Boden, SWE",SWE,"6' 3""",75,220,D,D,Left,2000,4,1,97,1999-2000,Brynas Brynas If Gavle,Regular Season,48,7,9,16,--,73,--,--,--,--,--,--,--,--,0
8468577,Niclas Wallin,1975-02-20,1975,02,20,"Boden, SWE",SWE,"6' 3""",75,220,D,D,Left,2000,4,1,97,1999-2000,Brynas If Gavle,Regular Season,5,1,1,2,--,10,--,--,--,--,--,--,--,--,0
8468577,Niclas Wallin,1975-02-20,1975,02,20,"Boden, SWE",SWE,"6' 3""",75,220,D,D,Left,2000,4,1,97,1999-2000,Brynas Brynas If Gavle,Playoffs,11,2,1,3,--,14,--,--,--,--,--,--,--,--,0
8468578,Jonas Ronnqvist,1973-08-22,1973,08,22,"Kalix, SWE",SWE,"6' 2""",74,200,RW,R,Left,2000,4,2,98,1999-2000,Lulea Lulea HF,Regular Season,49,15,24,39,--,42,--,--,--,--,--,--,--,--,0
8468578,Jonas Ronnqvist,1973-08-22,1973,08,22,"Kalix, SWE",SWE,"6' 2""",74,200,RW,R,Left,2000,4,2,98,1999-2000,Sweden,Regular Season,7,0,3,3,--,0,--,--,--,--,--,--,--,--,0
8468578,Jonas Ronnqvist,1973-08-22,1973,08,22,"Kalix, SWE",SWE,"6' 2""",74,200,RW,R,Left,2000,4,2,98,1999-2000,Lulea Lulea HF,Playoffs,8,3,3,6,--,4,--,--,--,--,--,--,--,--,0
8468584,Jon Disalvatore,1981-03-30,1981,03,30,"Bangor, ME, USA",USA,"6' 1""",73,200,RW,R,Right,2000,4,8,104,1999-2000,Providence Providence College,Regular Season,38,15,12,27,--,12,--,--,--,--,--,--,--,--,0
8468597,Olli Malmivaara,1982-03-13,1982,03,13,"Kajaani, FIN",FIN,"6' 7""",79,230,D,D,Left,2000,4,21,117,1999-2000,Jokerit Helsinki U18,Regular Season,14,6,6,12,--,14,--,--,--,--,--,--,--,--,0
8468597,Olli Malmivaara,1982-03-13,1982,03,13,"Kajaani, FIN",FIN,"6' 7""",79,230,D,D,Left,2000,4,21,117,1999-2000,Jokerit Helsinki U18,Regular Season,27,3,3,6,--,12,--,--,--,--,--,--,--,--,0
8468597,Olli Malmivaara,1982-03-13,1982,03,13,"Kajaani, FIN",FIN,"6' 7""",79,230,D,D,Left,2000,4,21,117,1999-2000,Finland,Regular Season,7,1,1,2,--,6,--,--,--,--,--,--,--,--,0
8468597,Olli Malmivaara,1982-03-13,1982,03,13,"Kajaani, FIN",FIN,"6' 7""",79,230,D,D,Left,2000,4,21,117,1999-2000,Jokerit Helsinki U18,Playoffs,1,0,0,0,0,2,--,--,--,--,--,--,0,0,0
8468597,Olli Malmivaara,1982-03-13,1982,03,13,"Kajaani, FIN",FIN,"6' 7""",79,230,D,D,Left,2000,4,21,117,1999-2000,Jokerit Helsinki U18,Playoffs,12,0,2,2,0,2,--,--,--,--,--,--,0,0,0
8468598,Lubomir Visnovsky,1976-08-11,1976,08,11,"Topolcany, SVK",SVK,"5' 10""",70,192,D,D,Left,2000,4,22,118,1999-2000,HC Slovan Harvard Bratislava,Regular Season,52,21,24,45,--,38,--,--,--,--,--,--,--,--,0
8468598,Lubomir Visnovsky,1976-08-11,1976,08,11,"Topolcany, SVK",SVK,"5' 10""",70,192,D,D,Left,2000,4,22,118,1999-2000,Slovakia,Regular Season,9,0,6,6,--,2,--,--,--,--,--,--,--,--,0
8468598,Lubomir Visnovsky,1976-08-11,1976,08,11,"Topolcany, SVK",SVK,"5' 10""",70,192,D,D,Left,2000,4,22,118,1999-2000,HC Slovan Harvard Bratislava,Playoffs,8,5,3,8,--,16,--,--,--,--,--,--,--,--,0
8468599,Brian Fahey,1981-03-02,1981,03,02,"Glenview, IL, USA",USA,"6' 1""",73,216,D,D,Right,2000,4,23,119,1999-2000,U. Of Wisconsin Badgers,Regular Season,41,6,11,17,--,42,--,--,--,--,--,--,--,--,0
8468604,Michel Ouellet,1982-03-05,1982,03,05,"Rimouski, QC, CAN",CAN,"6' 1""",73,193,RW,R,Right,2000,4,28,124,1999-2000,Rimouski Oceanic,Regular Season,72,36,53,89,--,38,--,--,--,--,--,--,--,--,0
8468604,Michel Ouellet,1982-03-05,1982,03,05,"Rimouski, QC, CAN",CAN,"6' 1""",73,193,RW,R,Right,2000,4,28,124,1999-2000,Rimouski Oceanic,Playoffs,14,4,5,9,--,14,--,--,--,--,--,--,--,--,0
8468611,Matt Hendricks,1981-06-17,1981,06,17,"Blaine, MN, USA",USA,"6' 0""",72,209,LW,L,Left,2000,5,1,131,1999-2000,Blaine Bengals,Regular Season,21,23,30,53,--,28,--,--,--,--,--,--,--,--,0
8468612,Maxim Sushinsky,1974-07-01,1974,07,01,"St. Petersburg, RUS",RUS,"5' 9""",69,180,RW,R,Left,2000,5,2,132,1999-2000,Omsk Avangard Omsk,Regular Season,37,19,24,43,--,58,--,--,--,--,--,--,--,--,0
8468612,Maxim Sushinsky,1974-07-01,1974,07,01,"St. Petersburg, RUS",RUS,"5' 9""",69,180,RW,R,Left,2000,5,2,132,1999-2000,Russia,Regular Season,6,3,1,4,--,0,--,--,--,--,--,--,--,--,0
8468612,Maxim Sushinsky,1974-07-01,1974,07,01,"St. Petersburg, RUS",RUS,"5' 9""",69,180,RW,R,Left,2000,5,2,132,1999-2000,Omsk Avangard Omsk,Playoffs,8,2,5,7,--,6,--,--,--,--,--,--,--,--,0
