PlayerId,PlayerName,BirthDate,BirthYear,BirthMonth,BirthDay,Birthplace,Country,Height_info,Height,Weight,Position_info,Position,Shoots,DraftYear,DraftRound,RoundRank,Overall,Season,Team,GameType,GP,G,A,P,PlusMinus,PIM,PPG,PPP,SHG,SHP,GWG,OTG,S,S%,FOW%
8468613,Petteri Nummelin,1972-11-25,1972,11,25,"Turku, FIN",FIN,"5' 10""",70,188,D,D,Left,2000,5,3,133,1999-2000,Davos HC Davos,Regular Season,40,15,23,38,--,20,--,--,--,--,--,--,--,--,0
8468613,Petteri Nummelin,1972-11-25,1972,11,25,"Turku, FIN",FIN,"5' 10""",70,188,D,D,Left,2000,5,3,133,1999-2000,Finland,Regular Season,9,2,4,6,--,0,--,--,--,--,--,--,--,--,0
8468613,Petteri Nummelin,1972-11-25,1972,11,25,"Turku, FIN",FIN,"5' 10""",70,188,D,D,Left,2000,5,3,133,1999-2000,Davos HC Davos,Playoffs,5,0,3,3,0,0,--,--,--,--,--,--,0,0,0
8468615,Michael Danton,1980-10-21,1980,10,21,"Brampton, ON, CAN",CAN,"5' 9""",69,191,C,C,Right,2000,5,5,135,1999-2000,Barrie Colts,Regular Season,58,34,53,87,--,203,--,--,--,--,--,--,--,--,0
8468615,Michael Danton,1980-10-21,1980,10,21,"Brampton, ON, CAN",CAN,"5' 9""",69,191,C,C,Right,2000,5,5,135,1999-2000,Barrie Colts,Regular Season,5,1,1,2,--,13,--,--,--,--,--,--,--,--,0
8468615,Michael Danton,1980-10-21,1980,10,21,"Brampton, ON, CAN",CAN,"5' 9""",69,191,C,C,Right,2000,5,5,135,1999-2000,Barrie Colts,Playoffs,25,7,16,23,--,107,--,--,--,--,--,--,--,--,0
8468615,Michael Danton,1980-10-21,1980,10,21,"Brampton, ON, CAN",CAN,"5' 9""",69,191,C,C,Right,2000,5,5,135,1999-2000,Barrie Colts,Playoffs,5,1,1,2,--,13,--,--,--,--,--,--,--,--,0
8468617,Mike Stuart,1980-08-31,1980,08,31,"Chicago, IL, USA",USA,"6' 0""",72,195,D,D,Right,2000,5,7,137,1999-2000,Colorado College,Regular Season,32,2,5,7,--,26,--,--,--,--,--,--,--,--,0
8468617,Mike Stuart,1980-08-31,1980,08,31,"Chicago, IL, USA",USA,"6' 0""",72,195,D,D,Right,2000,5,7,137,1999-2000,United States,Regular Season,7,0,0,0,--,2,--,--,--,--,--,--,--,--,0
8468626,David Koci,1981-05-12,1981,05,12,"Prague, CZE",CZE,"6' 6""",78,238,LW,L,Left,2000,5,16,146,1999-2000,Sparta Jr. HC Sparta Praha Jr.,Regular Season,47,0,6,6,--,124,--,--,--,--,--,--,--,--,0
8468634,Matt Koalska,1980-05-16,1980,05,16,"St. Paul, MN, USA",USA,"6' 0""",72,205,C,C,Left,2000,5,24,154,1999-2000,Twin Cities Vulcans,Regular Season,57,24,34,58,--,19,--,--,--,--,--,--,--,--,0
8468634,Matt Koalska,1980-05-16,1980,05,16,"St. Paul, MN, USA",USA,"6' 0""",72,205,C,C,Left,2000,5,24,154,1999-2000,Twin Cities Vulcans,Playoffs,13,5,5,10,--,4,--,--,--,--,--,--,--,--,0
8468635,Travis Moen,1982-04-06,1982,04,06,"Stewart Valley, SK, CAN",CAN,"6' 2""",74,215,LW,L,Left,2000,5,25,155,1999-2000,Kelowna Rockets,Regular Season,66,9,6,15,--,96,--,--,--,--,--,--,--,--,0
8468635,Travis Moen,1982-04-06,1982,04,06,"Stewart Valley, SK, CAN",CAN,"6' 2""",74,215,LW,L,Left,2000,5,25,155,1999-2000,Kelowna Rockets,Playoffs,5,1,1,2,--,2,--,--,--,--,--,--,--,--,0
8468636,Greg Zanon,1980-06-05,1980,06,05,"Burnaby, BC, CAN",CAN,"5' 11""",71,201,D,D,Left,2000,5,26,156,1999-2000,U. Of Nebraska-Omaha Mavericks,Regular Season,42,3,26,29,--,56,--,--,--,--,--,--,--,--,0
8468639,John-Michael Liles,1980-11-25,1980,11,25,"Indianapolis, IN, USA",USA,"5' 10""",70,185,D,D,Left,2000,5,29,159,1999-2000,Michigan State Spartans,Regular Season,40,8,20,28,--,26,--,--,--,--,--,--,--,--,0
8468647,Craig Weller,1981-03-17,1981,03,17,"Calgary, AB, CAN",CAN,"6' 4""",76,220,RW,R,Right,2000,5,37,167,1999-2000,Calgary Canucks,Regular Season,53,3,14,17,--,100,--,--,--,--,--,--,--,--,0
8468647,Craig Weller,1981-03-17,1981,03,17,"Calgary, AB, CAN",CAN,"6' 4""",76,220,RW,R,Right,2000,5,37,167,1999-2000,Calgary Canucks,Playoffs,4,0,0,0,--,4,--,--,--,--,--,--,--,--,0
8468650,Erik Reitz,1982-07-29,1982,07,29,"Detroit, MI, USA",USA,"6' 1""",73,222,D,D,Right,2000,6,3,170,1999-2000,Barrie Colts,Regular Season,63,2,10,12,--,85,--,--,--,--,--,--,--,--,0
8468650,Erik Reitz,1982-07-29,1982,07,29,"Detroit, MI, USA",USA,"6' 1""",73,222,D,D,Right,2000,6,3,170,1999-2000,Barrie Colts,Regular Season,5,0,1,1,--,4,--,--,--,--,--,--,--,--,0
8468650,Erik Reitz,1982-07-29,1982,07,29,"Detroit, MI, USA",USA,"6' 1""",73,222,D,D,Right,2000,6,3,170,1999-2000,Barrie Colts,Playoffs,25,0,5,5,--,44,--,--,--,--,--,--,--,--,0
8468650,Erik Reitz,1982-07-29,1982,07,29,"Detroit, MI, USA",USA,"6' 1""",73,222,D,D,Right,2000,6,3,170,1999-2000,Barrie Colts,Playoffs,5,0,1,1,--,4,--,--,--,--,--,--,--,--,0
8468654,Jarno Kultanen,1973-01-08,1973,01,08,"Luumaki, FIN",FIN,"6' 2""",74,198,D,D,Left,2000,6,7,174,1999-2000,Hifk Helsinki,Regular Season,46,6,8,14,--,51,--,--,--,--,--,--,--,--,0
8468654,Jarno Kultanen,1973-01-08,1973,01,08,"Luumaki, FIN",FIN,"6' 2""",74,198,D,D,Left,2000,6,7,174,1999-2000,Hifk Helsinki,Regular Season,5,2,2,4,--,31,--,--,--,--,--,--,--,--,0
8468654,Jarno Kultanen,1973-01-08,1973,01,08,"Luumaki, FIN",FIN,"6' 2""",74,198,D,D,Left,2000,6,7,174,1999-2000,Hifk Helsinki,Playoffs,9,0,0,0,0,6,--,--,--,--,--,--,0,0,0
8468654,Jarno Kultanen,1973-01-08,1973,01,08,"Luumaki, FIN",FIN,"6' 2""",74,198,D,D,Left,2000,6,7,174,1999-2000,Hifk Helsinki,Playoffs,2,0,0,0,--,2,--,--,--,--,--,--,--,--,0
8468656,Jukka Hentunen,1974-05-03,1974,05,03,"Joroinen, FIN",FIN,"5' 10""",70,190,RW,R,Right,2000,6,9,176,1999-2000,HPK HPK Hameenlinna,Regular Season,53,17,28,45,--,76,--,--,--,--,--,--,--,--,0
8468656,Jukka Hentunen,1974-05-03,1974,05,03,"Joroinen, FIN",FIN,"5' 10""",70,190,RW,R,Right,2000,6,9,176,1999-2000,Finland,Regular Season,9,3,3,6,--,12,--,--,--,--,--,--,--,--,0
8468656,Jukka Hentunen,1974-05-03,1974,05,03,"Joroinen, FIN",FIN,"5' 10""",70,190,RW,R,Right,2000,6,9,176,1999-2000,HPK HPK Hameenlinna,Playoffs,8,4,2,6,0,12,--,--,--,--,--,--,--,--,0
8468660,Darcy Hordichuk,1980-08-10,1980,08,10,"Kamsack, SK, CAN",CAN,"6' 1""",73,215,LW,L,Left,2000,6,13,180,1999-2000,Saskatoon Blades,Regular Season,63,6,8,14,--,269,--,--,--,--,--,--,--,--,0
8468660,Darcy Hordichuk,1980-08-10,1980,08,10,"Kamsack, SK, CAN",CAN,"6' 1""",73,215,LW,L,Left,2000,6,13,180,1999-2000,Saskatoon Blades,Playoffs,11,4,2,6,--,43,--,--,--,--,--,--,--,--,0
8468670,Josh Olson,1981-07-13,1981,07,13,"Grand Forks, ND, USA",USA,"6' 3""",75,236,LW,L,Left,2000,6,23,190,1999-2000,Fargo-Moorhead Icesharks,Regular Season,18,2,5,7,--,37,--,--,--,--,--,--,--,--,0
8468670,Josh Olson,1981-07-13,1981,07,13,"Grand Forks, ND, USA",USA,"6' 3""",75,236,LW,L,Left,2000,6,23,190,1999-2000,Omaha Lancers,Regular Season,43,6,7,13,--,44,--,--,--,--,--,--,--,--,0
8468670,Josh Olson,1981-07-13,1981,07,13,"Grand Forks, ND, USA",USA,"6' 3""",75,236,LW,L,Left,2000,6,23,190,1999-2000,Omaha Lancers,Playoffs,4,0,0,0,--,4,--,--,--,--,--,--,--,--,0
8468674,Deryk Engelland,1982-04-03,1982,04,03,"Edmonton, AB, CAN",CAN,"6' 2""",74,214,D,D,Right,2000,6,27,194,1999-2000,Moose Jaw Warriors,Regular Season,55,0,5,5,--,62,--,--,--,--,--,--,--,--,0
8468674,Deryk Engelland,1982-04-03,1982,04,03,"Edmonton, AB, CAN",CAN,"6' 2""",74,214,D,D,Right,2000,6,27,194,1999-2000,Moose Jaw Warriors,Playoffs,4,0,0,0,--,0,--,--,--,--,--,--,--,--,0
8468682,Ryan Caldwell,1981-06-15,1981,06,15,"Deloraine, MB, CAN",CAN,"6' 2""",74,174,D,D,Left,2000,7,5,202,1999-2000,Thunder Bay Flyers,Regular Season,46,3,20,23,--,152,--,--,--,--,--,--,--,--,0
8468694,Peter Bartos,1973-09-05,1973,09,05,"Martin, SVK",SVK,"6' 0""",72,185,LW,L,Left,2000,7,17,214,1999-2000,HC Ceske Budejovice,Regular Season,52,23,25,48,--,24,--,--,--,--,--,--,--,--,0
8468694,Peter Bartos,1973-09-05,1973,09,05,"Martin, SVK",SVK,"6' 0""",72,185,LW,L,Left,2000,7,17,214,1999-2000,Slovakia,Regular Season,9,3,1,4,--,2,--,--,--,--,--,--,--,--,0
8468694,Peter Bartos,1973-09-05,1973,09,05,"Martin, SVK",SVK,"6' 0""",72,185,LW,L,Left,2000,7,17,214,1999-2000,HC Ceske Budejovice,Playoffs,3,0,1,1,--,6,--,--,--,--,--,--,--,--,0
8468695,Matthew Lombardi,1982-03-18,1982,03,18,"Montreal, QC, CAN",CAN,"5' 11""",71,195,C,C,Left,2002,3,27,90,2001-2002,Victoriaville Tigres,Regular Season,66,57,73,130,24,70,20,--,2,--,5,--,--,--,0
8468695,Matthew Lombardi,1982-03-18,1982,03,18,"Montreal, QC, CAN",CAN,"5' 11""",71,195,C,C,Left,2002,3,27,90,2001-2002,Victoriaville Tigres,Regular Season,6,2,7,9,--,4,--,--,--,--,--,--,--,--,0
8468695,Matthew Lombardi,1982-03-18,1982,03,18,"Montreal, QC, CAN",CAN,"5' 11""",71,195,C,C,Left,2002,3,27,90,2001-2002,Victoriaville Tigres,Playoffs,22,17,18,35,--,18,5,--,0,--,3,--,--,--,0
8468695,Matthew Lombardi,1982-03-18,1982,03,18,"Montreal, QC, CAN",CAN,"5' 11""",71,195,C,C,Left,2002,3,27,90,2001-2002,Victoriaville Tigres,Playoffs,6,2,7,9,--,4,--,--,--,--,--,--,--,--,0
8468700,Paul Gaustad,1982-02-03,1982,02,03,"Fargo, ND, USA",USA,"6' 5""",77,227,C,C,Left,2000,7,23,220,1999-2000,Portland Winter Hawks,Regular Season,56,6,8,14,--,110,--,--,--,--,--,--,--,--,0
8468704,Antti Miettinen,1980-07-03,1980,07,03,"Hameenlinna, FIN",FIN,"6' 0""",72,190,RW,R,Right,2000,7,27,224,1999-2000,HPK Jr.,Regular Season,31,24,53,77,--,28,--,--,--,--,--,--,--,--,0
8468704,Antti Miettinen,1980-07-03,1980,07,03,"Hameenlinna, FIN",FIN,"6' 0""",72,190,RW,R,Right,2000,7,27,224,1999-2000,HPK HPK Hameenlinna,Regular Season,39,2,1,3,--,8,--,--,--,--,--,--,--,--,0
8468704,Antti Miettinen,1980-07-03,1980,07,03,"Hameenlinna, FIN",FIN,"6' 0""",72,190,RW,R,Right,2000,7,27,224,1999-2000,Finland,Regular Season,7,4,1,5,--,2,--,--,--,--,--,--,--,--,0
8468704,Antti Miettinen,1980-07-03,1980,07,03,"Hameenlinna, FIN",FIN,"6' 0""",72,190,RW,R,Right,2000,7,27,224,1999-2000,HPK Jr.,Playoffs,2,1,6,7,0,2,--,--,--,--,--,--,--,--,0
8468704,Antti Miettinen,1980-07-03,1980,07,03,"Hameenlinna, FIN",FIN,"6' 0""",72,190,RW,R,Right,2000,7,27,224,1999-2000,HPK HPK Hameenlinna,Playoffs,7,1,0,1,0,0,--,--,--,--,--,--,--,--,0
8468707,Guillaume Lefebvre,1981-05-07,1981,05,07,"Amos, QC, CAN",CAN,"6' 1""",73,200,LW,L,Left,2000,7,30,227,1999-2000,Cape Breton Screaming Eagles,Regular Season,44,26,28,54,--,82,--,--,--,--,--,--,--,--,0
8468707,Guillaume Lefebvre,1981-05-07,1981,05,07,"Amos, QC, CAN",CAN,"6' 1""",73,200,LW,L,Left,2000,7,30,227,1999-2000,Quebec Remparts,Regular Season,2,3,1,4,--,0,--,--,--,--,--,--,--,--,0
8468707,Guillaume Lefebvre,1981-05-07,1981,05,07,"Amos, QC, CAN",CAN,"6' 1""",73,200,LW,L,Left,2000,7,30,227,1999-2000,Rouyn-Noranda Huskies,Regular Season,25,4,11,15,--,39,--,--,--,--,--,--,--,--,0
8468707,Guillaume Lefebvre,1981-05-07,1981,05,07,"Amos, QC, CAN",CAN,"6' 1""",73,200,LW,L,Left,2000,7,30,227,1999-2000,Rouyn-Noranda Huskies,Playoffs,11,4,0,4,--,25,--,--,--,--,--,--,--,--,0
8468712,Lubomir Sekeras,1968-11-18,1968,11,18,"Trencin, SVK",SVK,"6' 0""",72,183,D,D,Left,2000,8,3,232,1999-2000,Trinec HC Ocelari Trinec,Regular Season,52,7,24,31,--,36,--,--,--,--,--,--,--,--,0
8468712,Lubomir Sekeras,1968-11-18,1968,11,18,"Trencin, SVK",SVK,"6' 0""",72,183,D,D,Left,2000,8,3,232,1999-2000,Slovakia,Regular Season,7,2,4,6,--,6,--,--,--,--,--,--,--,--,0
8468712,Lubomir Sekeras,1968-11-18,1968,11,18,"Trencin, SVK",SVK,"6' 0""",72,183,D,D,Left,2000,8,3,232,1999-2000,Trinec HC Ocelari Trinec,Playoffs,4,0,2,2,--,2,--,--,--,--,--,--,--,--,0
8468714,Janis Sprukts,1982-01-31,1982,01,31,"Riga, LVA",LVA,"6' 3""",75,235,C,C,Left,2000,8,5,234,1999-2000,Lukko Jr.,Regular Season,26,2,5,7,--,6,--,--,--,--,--,--,--,--,0
8468714,Janis Sprukts,1982-01-31,1982,01,31,"Riga, LVA",LVA,"6' 3""",75,235,C,C,Left,2000,8,5,234,1999-2000,HC Essamika Jr.,Regular Season,2,4,4,8,--,0,--,--,--,--,--,--,--,--,0
8468714,Janis Sprukts,1982-01-31,1982,01,31,"Riga, LVA",LVA,"6' 3""",75,235,C,C,Left,2000,8,5,234,1999-2000,Latvia,Regular Season,5,0,1,1,--,2,--,--,--,--,--,--,--,--,0
8468714,Janis Sprukts,1982-01-31,1982,01,31,"Riga, LVA",LVA,"6' 3""",75,235,C,C,Left,2000,8,5,234,1999-2000,Latvia,Regular Season,5,5,1,6,--,14,--,--,--,--,--,--,--,--,0
8468714,Janis Sprukts,1982-01-31,1982,01,31,"Riga, LVA",LVA,"6' 3""",75,235,C,C,Left,2000,8,5,234,1999-2000,Latvia,Regular Season,7,0,0,0,--,0,--,--,--,--,--,--,--,--,0
8468714,Janis Sprukts,1982-01-31,1982,01,31,"Riga, LVA",LVA,"6' 3""",75,235,C,C,Left,2000,8,5,234,1999-2000,Lukko Jr.,Playoffs,3,0,0,0,--,0,--,--,--,--,--,--,--,--,0
8468717,Zdenek Kutlak,1980-02-13,1980,02,13,"Budejovice, CZE",CZE,"6' 3""",75,210,D,D,Left,2000,8,8,237,1999-2000,C. Budejovice Jr. HC Ceske Budejovice Jr.,Regular Season,8,4,2,6,--,26,--,--,--,--,--,--,--,--,0
8468717,Zdenek Kutlak,1980-02-13,1980,02,13,"Budejovice, CZE",CZE,"6' 3""",75,210,D,D,Left,2000,8,8,237,1999-2000,SHC Vajgar Jindrichuv Hradec,Regular Season,4,1,1,2,--,0,--,--,--,--,--,--,--,--,0
8468717,Zdenek Kutlak,1980-02-13,1980,02,13,"Budejovice, CZE",CZE,"6' 3""",75,210,D,D,Left,2000,8,8,237,1999-2000,IHC Pisek,Regular Season,3,1,0,1,--,0,--,--,--,--,--,--,--,--,0
8468717,Zdenek Kutlak,1980-02-13,1980,02,13,"Budejovice, CZE",CZE,"6' 3""",75,210,D,D,Left,2000,8,8,237,1999-2000,Czech Republic,Regular Season,7,0,0,0,--,2,--,--,--,--,--,--,--,--,0
8468717,Zdenek Kutlak,1980-02-13,1980,02,13,"Budejovice, CZE",CZE,"6' 3""",75,210,D,D,Left,2000,8,8,237,1999-2000,HC Ceske Budejovice,Regular Season,28,1,0,1,--,2,--,--,--,--,--,--,--,--,0
8468717,Zdenek Kutlak,1980-02-13,1980,02,13,"Budejovice, CZE",CZE,"6' 3""",75,210,D,D,Left,2000,8,8,237,1999-2000,IHC Pisek,Playoffs,2,0,0,0,--,2,--,--,--,--,--,--,--,--,0
8468717,Zdenek Kutlak,1980-02-13,1980,02,13,"Budejovice, CZE",CZE,"6' 3""",75,210,D,D,Left,2000,8,8,237,1999-2000,HC Ceske Budejovice,Playoffs,1,0,0,0,--,0,--,--,--,--,--,--,--,--,0
8468726,Chad Wiseman,1981-03-25,1981,03,25,"Burlington, ON, CAN",CAN,"6' 1""",73,205,LW,L,Left,2000,8,17,246,1999-2000,Mississauga IceDogs,Regular Season,68,23,45,68,--,53,--,--,--,--,--,--,--,--,0
8468732,Darryl Bootland,1981-11-02,1981,11,02,"Toronto, ON, CAN",CAN,"6' 1""",73,197,RW,R,Right,2000,8,23,252,1999-2000,Toronto St. Michael's Majors,Regular Season,65,24,30,54,--,166,--,--,--,--,--,--,--,--,0
8468738,Sean McMorrow,1982-01-19,1982,01,19,"Vancouver, BC, CAN",CAN,"6' 4""",76,224,RW,R,Right,2000,8,29,258,1999-2000,Sarnia Sting,Regular Season,31,0,1,1,--,75,--,--,--,--,--,--,--,--,0
8468738,Sean McMorrow,1982-01-19,1982,01,19,"Vancouver, BC, CAN",CAN,"6' 4""",76,224,RW,R,Right,2000,8,29,258,1999-2000,Kitchener Rangers,Regular Season,31,0,1,1,--,67,--,--,--,--,--,--,--,--,0
8468738,Sean McMorrow,1982-01-19,1982,01,19,"Vancouver, BC, CAN",CAN,"6' 4""",76,224,RW,R,Right,2000,8,29,258,1999-2000,Kitchener Rangers,Playoffs,4,0,0,0,--,12,--,--,--,--,--,--,--,--,0
8468743,Thomas Ziegler,1978-06-09,1978,06,09,"Zurich, CHE",CHE,"5' 11""",71,176,C,C,Left,2000,9,2,263,1999-2000,Ambri HC Ambri-Piotta,Regular Season,45,7,7,14,--,24,--,--,--,--,--,--,--,--,0
8468743,Thomas Ziegler,1978-06-09,1978,06,09,"Zurich, CHE",CHE,"5' 11""",71,176,C,C,Left,2000,9,2,263,1999-2000,Switzerland,Regular Season,8,0,0,0,--,0,--,--,--,--,--,--,--,--,0
8468743,Thomas Ziegler,1978-06-09,1978,06,09,"Zurich, CHE",CHE,"5' 11""",71,176,C,C,Left,2000,9,2,263,1999-2000,Switzerland,Regular Season,7,2,2,4,--,0,--,--,--,--,--,--,--,--,0
8468743,Thomas Ziegler,1978-06-09,1978,06,09,"Zurich, CHE",CHE,"5' 11""",71,176,C,C,Left,2000,9,2,263,1999-2000,Ambri HC Ambri-Piotta,Playoffs,9,1,5,6,--,16,--,--,--,--,--,--,--,--,0
8468745,Jean-Philippe Cote,1982-04-22,1982,04,22,"Charlesbourg, QC, CAN",CAN,"6' 2""",74,216,D,D,Left,2000,9,4,265,1999-2000,Quebec Remparts,Regular Season,34,0,10,10,--,15,--,--,--,--,--,--,--,--,0
8468745,Jean-Philippe Cote,1982-04-22,1982,04,22,"Charlesbourg, QC, CAN",CAN,"6' 2""",74,216,D,D,Left,2000,9,4,265,1999-2000,Cape Breton Screaming Eagles,Regular Season,28,0,4,4,--,21,--,--,--,--,--,--,--,--,0
8468745,Jean-Philippe Cote,1982-04-22,1982,04,22,"Charlesbourg, QC, CAN",CAN,"6' 2""",74,216,D,D,Left,2000,9,4,265,1999-2000,Cape Breton Screaming Eagles,Playoffs,4,0,1,1,--,4,--,--,--,--,--,--,--,--,0
8468747,Tomi Pettinen,1977-06-17,1977,06,17,"Ylojarvi, FIN",FIN,"6' 3""",75,220,D,D,Left,2000,9,6,267,1999-2000,Ilves Tampere,Regular Season,51,1,6,7,--,84,--,--,--,--,--,--,--,--,0
8468747,Tomi Pettinen,1977-06-17,1977,06,17,"Ylojarvi, FIN",FIN,"6' 3""",75,220,D,D,Left,2000,9,6,267,1999-2000,Ilves Tampere,Playoffs,3,1,2,3,0,2,--,--,--,--,--,--,--,--,0
8468750,Micki Dupont,1980-04-15,1980,04,15,"Calgary, AB, CAN",CAN,"5' 10""",70,186,D,D,Right,2000,9,9,270,1999-2000,Kamloops Blazers,Regular Season,70,26,62,88,--,156,--,--,--,--,--,--,--,--,0
8468750,Micki Dupont,1980-04-15,1980,04,15,"Calgary, AB, CAN",CAN,"5' 10""",70,186,D,D,Right,2000,9,9,270,1999-2000,Long Beach Ice Dogs,Regular Season,1,0,0,0,--,0,--,--,--,--,--,--,--,--,0
8468750,Micki Dupont,1980-04-15,1980,04,15,"Calgary, AB, CAN",CAN,"5' 10""",70,186,D,D,Right,2000,9,9,270,1999-2000,Kamloops Blazers,Playoffs,4,0,2,2,--,17,--,--,--,--,--,--,--,--,0
8468750,Micki Dupont,1980-04-15,1980,04,15,"Calgary, AB, CAN",CAN,"5' 10""",70,186,D,D,Right,2000,9,9,270,1999-2000,San Diego Gulls,Playoffs,7,2,2,4,--,0,--,--,--,--,--,--,--,--,0
8468751,Reto Von Arx,1976-09-13,1976,09,13,"Egerkingen, CHE",CHE,"5' 10""",70,179,LW,L,Left,2000,9,10,271,1999-2000,Davos HC Davos,Regular Season,45,19,26,45,--,70,--,--,--,--,--,--,--,--,0
8468751,Reto Von Arx,1976-09-13,1976,09,13,"Egerkingen, CHE",CHE,"5' 10""",70,179,LW,L,Left,2000,9,10,271,1999-2000,Switzerland,Regular Season,7,1,2,3,--,2,--,--,--,--,--,--,--,--,0
